film_id,film_title,original_language,overview,year
257454,Give Us the Moon,English,"Set just after the end of WWII (but filmed in the middle of it) in a time of general euphoria at having won the war, with full employment and general happiness for all (or nearly all). Peter, the young wastrel son of a hard working hotel owner doesn't like the idea of having to work for a living. He discovers a society of ""White Elephants"" who are quite willing to be poor as long as they don't have to work. They are protected and guided by Nina (Margaret Lockwood) and her precocious sister Heidi (Jean Simmons).",1944
56309,Carry on Admiral,English,"Two friends get drunk and decide to switch identities. One is a Parliamentary Secretary, and the other is the captain of a ship.  The former's lack of sea knowledge causes several catastrophes, including torpedoing the First Lord of The Admiralty.  The grass is always greener.... In this British comedy, two drunken comrades find out the truth of that saying when they decide to trade places for a while.  One of the boozers is a public relations man who knows nothing about sailing, while the other is a captain for the Royal Navy.  Comic mayhem ensues as the hapless ""captain"" tries to run his ship and follow orders.",1957
93193,Jigsaw,English,A woman is found murdered in a house along the coast from Brighton. Local detectives Fellows and Wilks lead an investigation methodically following up leads and clues mostly in Brighton and Hove but also further afield.,1962
18044,Ogre,English,A vicious Ogre rules over a town that has been stuck in time since the 1800's.,2008
60389,The Cook,Hindi,"Squabbling Sharma family has a dubious reputation of not having any cook last there for more than a few months. Word spreads out about this family to such an extent that no person wants to be employed as a cook in this household, ironically named Shanti Nivas. Then one day a young man named Raghu offers to work as a cook, and he is hired. Raghu quickly gets a grip on his job and on each of the family members, and soon the squabbles and arguments come to an end. And then the Sharmas find the family jewels and Raghu missing",1972
329063,We Can't Live Without Cosmos,Russian,"Two cosmonauts, two friends, try to do their best in their everyday training life to make their common dream a reality. But this story is not only about the dream.",2014
44548,Vipers,English,"Vipers is a 2008 film directed by Bill Corcoran. It stars Tara Reid and Corbin Bernsen. It premiered on the Sci Fi Channel on September 21, 2008, and was released on DVD on September 23, 2008. A set of vipers has been taken by the scientists, and they've mutated them to make a cure for cancer, Then their experiment goes awry, and all these vipers escape into the woods, and they're not only biting people, they're actually killing people, in a little town",2008
69075,Snakeman,English,An object is found that points to the secret of eternal youth so a research team is sent to find the fountain only to find it is protected by a giant snake,2005
47655,Hisss,English,Based on the Far Eastern myth of the snake woman who is able to take on human form.,2010
60825,Mr. St. Nick,English,"Kelsey Grammer stars as Nick St. Nicholas, a Miami-based playboy philanthropist who is about to make his life complete by wedding the girl of his dreams, gorgeous TV weathercaster Heidi Gardelle (Elaine Hendrix). Not known to the general public is that the profligate St. Nicholas is really the son of none other than Santa Claus (Charles Durning)--or, as the jolly old elf is known in this story, Nicholas XX. Expected to take over the ""family business"" at the North Pole before his father's power fades, Nick balks, choosing instead to remain in Miami, where he is about to launch his latest charity at the behest of his fiancee Heidi. By the time he realizes that his ""dream girl"" is actually a mercenary nightmare, Nick finds himself besieged by a vindictive INS agent (Colin Cunningham)--and racked with guilt over the gloomy fate awaiting his father and the North Pole toy factory.",2002
308409,The Commune,Danish,"Erik, a lecturer in architecture, inherits his father’s large old house in Hellerup, north of Copenhagen. His wife Anna, a well-known television newscaster, suggests that they invite their friends to come and live with them. In this way she hopes to evade the boredom that has begun to seep into their marriage. Before long, a dozen women, men and children move into the country house, make collective decisions, engage in discussions and go swimming together in the nearby Øresund strait. They also rub each other up the wrong way on account of their smaller and larger idiosyncrasies. Their fragile equilibrium threatens to come undone when Erik falls in love with his student Emma and the young woman moves into the house. Fourteen-year-old Freja, daughter of Erik and Anna, aloofly observes these goings-on and seeks her own way.",2016
57144,Rob the Bank,French,"Shopkeeper Victor Garnier has naively invested his family's life savings in an African mine, on his banker's recommendation. When the mine is nationalized, rendering the stock worthless, he considers himself shamelessly robbed by the bank; it seems only fair to him to return the 'favor' and rob the bank, teaming up with the whole family as they were all duped. Even for professionals such an enterprise -he decides to dig a tunnel- is quite demanding, but for simple commoners it's daunting, as they also have their personal downsides; thus Victor's wife has a most unwelcome tendency to blurt out the truth, even to the grumpy local copper: a crazy risk when you need to keep a criminal plan secret.",1964
139820,Goltzius and the Pelican Company,English,"Goltzius and the Pelican Company tells the story of Hendrik Goltzius, a late 16th century Dutch printer and engraver of erotic prints. A contemporary of Rembrandt and, indeed, more celebrated during his life, Goltzius seduces the Margrave of Alsace into paying for a printing press to make and publish illustrated books. In return, he promises him an extraordinary book of pictures of illustrating the Old Testament’s biblical stories. Erotic tales of Lot and his daughters, David and Bathsheba, Samson and Deliah and John the Baptist and Salome. To tempt the Margrave further, Goltzius and his printing company will offer to perform dramatisations of these erotic stories for his court.",2012
